losses,recalls
0.49944362,0.636
0.50239897,0.586
0.5043653,0.552
0.5053887,0.588
0.49976215,0.626
0.49955457,0.606
0.5011964,0.632
0.50457716,0.574
0.502653,0.58
0.50155514,0.604
0.506181,0.572
0.50393206,0.606
0.507196,0.53
0.5034645,0.584
0.5023024,0.616
0.50431436,0.604
0.5015913,0.636
0.5031126,0.61
0.49789676,0.64
0.49936837,0.584
0.5027752,0.63
0.50674254,0.606
0.5008491,0.648
0.50373536,0.594
0.49097863,0.678
0.4954452,0.664
0.5084719,0.598
0.49903548,0.656
0.5099039,0.58
0.49637955,0.672
0.51191765,0.576
0.5120998,0.572
0.5033817,0.586
0.5041632,0.626
0.49970475,0.62
0.50216603,0.582
0.5082189,0.558
0.50002474,0.61
0.5024491,0.63
0.49753934,0.638
0.5031062,0.62
0.505673,0.582
0.4927841,0.684
0.5070165,0.578
0.4954588,0.646
0.50172716,0.602
